collocate,collocate_count,corpus_count,MI
prettiness,1,6,3.499187189628015
belief,2,14,3.2767947682915675
departed,2,4,5.084149690349172
sadder,1,2,5.084149690349172
kissed,1,17,1.9966868490988319
passionate,1,6,3.499187189628015
soon,1,114,-0.7487403238155701
warmth,1,9,2.914224688906859
weariness,1,12,2.4991871896280156
objectless,1,1,6.084149690349171
wandering,1,10,2.762221595461809
apart,1,11,2.6247180717118743
caring,1,7,3.2767947682915675
beings,1,4,4.084149690349172
plans,1,10,2.762221595461809
ingenious,1,4,4.084149690349172
contrivances,1,4,4.084149690349172
happy,1,44,0.6247180717118742
steps,1,9,2.914224688906859
thinking,1,76,-0.163777823094414
offered,1,10,2.762221595461809
protecting,1,1,6.084149690349171
faithful,1,6,3.499187189628015
found,2,70,0.954866673404205
left,1,108,-0.6707378118142969
wanted,1,80,-0.23777840453819077
living,1,39,0.7987474714869232
done,1,170,-1.32524124578853
sup,1,5,3.762221595461809
stop,1,20,1.7622215954618095
changed,1,20,1.7622215954618095
likeness,1,9,2.914224688906859
essence,1,2,5.084149690349172
real,2,24,2.4991871896280156
feels,1,16,2.0841496903491716
cherished,1,5,3.762221595461809
years,1,81,-0.25570031253545317
idyllic,1,1,6.084149690349171
affair,1,8,3.084149690349171
certainly,1,19,1.836222176905586
dilemma,1,4,4.084149690349172
provocation,1,2,5.084149690349172
entreat,1,1,6.084149690349171
sir,1,181,-1.415696196734034
heavenly,1,8,3.084149690349171
sad,1,43,0.6578849356470736
yearning,2,12,3.499187189628015
unconsciously,1,4,4.084149690349172
opened,1,50,0.44029350057444677
welcomed,1,2,5.084149690349172
wretched,1,13,2.383709972208079
lost,1,39,0.7987474714869232
silent,1,36,0.9142246889068592
ours,1,5,3.762221595461809
whose,1,50,0.44029350057444677
mine,1,16,2.0841496903491716
help,3,123,0.7265976857310879
hide,1,15,2.177259094740653
truth,1,30,1.177259094740653
overcome,1,13,2.383709972208079
told,1,117,-0.7862150292342329
shut,1,28,1.2767947682915675
out,4,563,-1.052841421731058
clinging,1,5,3.762221595461809
thy,4,123,1.1416351850099316
thou,1,26,1.3837099722080795
didst,1,10,2.762221595461809
pleading,1,11,2.6247180717118743
quenched,1,1,6.084149690349171
sometimes,2,66,1.039755570990718
err,1,1,6.084149690349171
measuring,1,5,3.762221595461809
sinner,1,5,3.762221595461809
joyous,1,4,4.084149690349172
looked,1,228,-1.7487403238155699
contact,1,4,4.084149690349172
pitying,1,7,3.2767947682915675
shone,1,15,2.177259094740653
movement,1,26,1.3837099722080795
lived,1,28,1.2767947682915675
visible,1,16,2.0841496903491716
resist,1,8,3.084149690349171
lest,1,26,1.3837099722080795
become,1,27,1.329262188185703
darling,1,8,3.084149690349171
position,1,22,1.624718071711874
reproof,1,5,3.762221595461809
talking,1,40,0.7622215954618092
against,1,134,-0.9819395001086009
wishes,1,14,2.2767947682915675
akin,1,4,4.084149690349172
insight,1,4,4.084149690349172
transformation,1,1,6.084149690349171
pain,1,54,0.32926218818570296
intensity,1,5,3.762221595461809
fresh,1,25,1.4402935005744468
week,1,42,0.6918322675704113
th,1,234,-1.786215029234233
light,1,134,-0.9819395001086009
fountain,1,2,5.084149690349172
unexhausted,1,1,6.084149690349171
glories,1,1,6.084149690349171
arm,1,100,-0.5597064994255532
breast,1,3,4.499187189628016
spotless,1,1,6.084149690349171
holy,1,9,2.914224688906859
fear,1,60,0.17725909474065302
perhaps,1,157,-1.2104710585424556
though,1,148,-1.1253036752797785
beautiful,2,36,1.914224688906859
am,1,68,-0.003313150901167903
opinion,1,34,0.9966868490988321
dim,1,25,1.4402935005744468
aged,1,20,1.7622215954618095
thee'dst,2,19,2.836222176905586
abide,1,8,3.084149690349171
lisbeth,1,133,-0.971132745152018
trembling,1,36,0.9142246889068592
means,1,40,0.7622215954618092
anxiously,1,8,3.084149690349171
eh,1,65,0.06178187732071705
thee't,1,44,0.6247180717118742
possession,1,7,3.2767947682915675
gentle,2,21,2.6918322675704114
encouragement,1,4,4.084149690349172
calm,1,25,1.4402935005744468
sunshine,1,35,0.954866673404205
sacredness,1,1,6.084149690349171
strength,2,42,1.6918322675704112
sweetness,1,4,4.084149690349172
almost,1,80,-0.23777840453819077
wonder,1,37,0.8746963247202216
later,2,11,3.6247180717118743
poems,1,2,5.084149690349172
whole,2,42,1.6918322675704112
passionately,1,4,4.084149690349172
yours,1,21,1.6918322675704112
mutual,1,8,3.084149690349171
excludes,1,1,6.084149690349171
lives,1,26,1.3837099722080795
together,1,64,0.08414969034917141
hearts,2,19,2.836222176905586
willing,1,25,1.4402935005744468
change,1,42,0.6918322675704113
clear,1,61,0.15341235278628526
hunger,1,9,2.914224688906859
equal,1,7,3.2767947682915675
happiness,1,32,1.0841496903491714
among,1,110,-0.697210023175488
friends,1,51,0.4117243483776759
'em,1,178,-1.3915837406172265
enters,1,4,4.084149690349172
perfect,1,18,1.914224688906859
clearer,1,1,6.084149690349171
guidance,1,6,3.499187189628015
mournfully,1,2,5.084149690349172
'd,1,359,-2.4036903434738797
seems,1,44,0.6247180717118742
weak,1,20,1.7622215954618095
linen,1,25,1.4402935005744468
feathers,1,9,2.914224688906859
greatest,1,9,2.914224688906859
blessings,1,2,5.084149690349172
sotto,1,1,6.084149690349171
voce,1,1,6.084149690349171
performance,1,4,4.084149690349172
rose,1,54,0.32926218818570296
thorn,1,12,2.4991871896280156
middle,1,23,1.5605877342921586
october,1,3,4.499187189628016
torn,1,3,4.499187189628016
verge,1,2,5.084149690349172
decision,1,8,3.084149690349171
round,1,210,-1.6300958273169512
mild,1,23,1.5605877342921586
grey,1,54,0.32926218818570296
fulness,1,3,4.499187189628016
brought,1,101,-0.5740617924026232
comfort,1,46,0.5605877342921586
hour,1,54,0.32926218818570296
despair,1,16,2.0841496903491716
darker,1,8,3.084149690349171
companion,1,9,2.914224688906859
